Title,Date,Review,Hotel_Name,X,Y
This is a great first impression location!!!,ส.ค.2017,"The Tea Village in Pattaya, TH is a great small tea shop. It offers high quality teas, at an affordable price. The staff is friendly and they have samples ready for tasting. The Tea Village offers a quiet retreat in their tasting area that is perfect for the couple that wants QT, or the individual that wants a moment on peace in their daily routine. I can't say enough good things about this place!",ทวลเลจบางละมงไทย,12.950596,100.89267
Sehr schön,ธ.ค.2016,Interessante Auswahl an Tees. .wie ich finde zu anständigen Preisen. .2 Tees waren frisch aufgebrüht zum probieren. .nette Bedienung. .hätte nicht erwartet gute Tees aus Thailand nach Hause zu nehmen,ทวลเลจบางละมงไทย,12.950596,100.89267
너무 친절해요,ม.ค.2016,"너무 친절해서 구경만하러 들어갔는데 양손에 뭔가를 잔뜩 들고 나오게 되는 마성같은 곳이에요.
티 종류도 다양하고 시음도 해볼수 있답니다",ทวลเลจบางละมงไทย,12.950596,100.89267
"Excellent variety of teas with very nice, knowledgeable owners",ต.ค.2016,"Looked for awhile in the Pattaya before finding this gem of a tea shop. Excellent variety of top quality teas at reasonable prices. The owners are quite knowledgeable and very happy to let you sample various types of teas. They even have a small tea room in the back where they serve homemade scones, clotted cream, and teas on Thurs and Fri. afternoons.",ทวลเลจบางละมงไทย,12.950596,100.89267
"Tea, friendliness, & comfort",ก.ย.2016,"I bought high-quality loose-leaf tea at Tea-Village when in Pattaya last winter, most notably an exceptionally good Oriental Beauty. This most pleasant & dynamic oolong provides many tasty infusions. I bought it again when in Pattaya this September. It is a new harvest & slightly different & just as excellent. I got other excellent teas but mention only a Dian Hong that T-V managed to source from organic farmers in China. This is a golden, sweet, somewhat complex black tea. Great. T-V now has a backroom w/ comfortable easy chairs. They make their own excellent scones & lots of fresh cold drinks there as well as the teas that they sell in front. It is most comfortable, informative, & relaxing to sit, drink, sample, & enjoy. Teapots etc. also available.",ทวลเลจบางละมงไทย,12.950596,100.89267
"Friendly, top-quality tea shop and tearoom",ก.ย.2016,"Pattaya is not exactly known for a classy, low-key vibe, but Tea Village has just that. Stopping by Tea Village was one of the highlights of our Pattaya trip. They let us try some different teas for free, and I'm not a big tea drinker, but these were just incredible. They have all kinds of shockingly affordable teas from Thailand in their quaint and very clean shop, so you can pick up lots of souvenirs, or just bring some home for yourself. There's an adorable little tea shop tucked in the back, but call ahead if you're coming in at a busy time, as it might be full.",ทวลเลจบางละมงไทย,12.950596,100.89267
Лучшее место для покупки чая в Паттайе,ต.ค.2018,"Этот чайный магазин мы для себя открыли ещё в 2012 году, и теперь каждый наш приезд в Паттайю мы посещаем его. Это отличный чайный магазин с огромным ассортиментом. Много лечебного и просто вкусного чая. Хозяйка магазина все покажет, расскажет и заварит на пробу интересующие вас чаи. Каждый раз при покупке дает каталог, в котором есть описание всех видов чая его полезные свойства и как его заваривать. Если вас заинтересовал какой то чай и его нет в наличии, они закажут его и привезут куда вы скажите. Цены на чай низкие если сравнивать с магазинами чая куда возят туристов. Магазин легко найти, он находится рядом с ТЕСКО на Северной улице.",ทวลเลจบางละมงไทย,12.950596,100.89267
Easy and fast,ก.ค.2018,"I already made 2 orders from Tea village, and both time it was easy, and I received my orders very quick.
I recommend to everybody who likes the real tea.
Very serious company
Thank you",ทวลเลจบางละมงไทย,12.950596,100.89267
Excellent service and products,ธ.ค.2017,"The Tea Village asked me to write a review after I ordered from them.
This is an honest and independent review.
I searched all over Thailand for a very specific tea.
I went to many specialist tea shops where I live in Bangkok.
None had the tea I wanted.
Eventually and thankfully I found the Tea Village online.
Here are my impressions:
1. Excellent website and in fluent English. The website is user friendly and cookie free. Other Thai websites are slow because the designers are using cheap web platforms that are unsafe.
2. Excellent product range. Exactly the tea I was looking for. Very high quality.
3. Excellent payment and delivery. I ordered and it arrived next day.
4. Excellent value for money with reasonable EMS delivery,
5. Excellent post purchase service.

I am a retired English lawyer and company director. Tea village is Excellent. Well done and never change. Do exactly what you are doing now and, like me, you will have customers for life.

I am not easily impressed, believe me. On this occasion Tea Village did impress me very much.",ทวลเลจบางละมงไทย,12.950596,100.89267
Great online experience!!!,ก.ย.2017,"I ordered 1 kg of tea from Tea Village website to Azerbaijan (and believe me this is not the most popular place for delivery) — to my surprise everything went super smooth — the parcel arrived as stated (in less than 2 weeks), the tea was fresh and delicious. The owners always kept in touch, first apologizing for a little delay in shipping because they wanted to ship me the freshest tea and then asking whether I received the parcel. Beautiful service, a veeery good price and high quality products.",ทวลเลจบางละมงไทย,12.950596,100.89267
This is a great first impression location!!!,ส.ค.2017,"The Tea Village in Pattaya, TH is a great small tea shop. It offers high quality teas, at an affordable price. The staff is friendly and they have samples ready for tasting. The Tea Village offers a quiet retreat in their tasting area that is perfect for the couple that wants QT, or the individual that wants a moment on peace in their daily routine. I can't say enough good things about this place!",ทวลเลจบางละมงไทย,12.950596,100.89267
Sehr schön,ธ.ค.2016,Interessante Auswahl an Tees. .wie ich finde zu anständigen Preisen. .2 Tees waren frisch aufgebrüht zum probieren. .nette Bedienung. .hätte nicht erwartet gute Tees aus Thailand nach Hause zu nehmen,ทวลเลจบางละมงไทย,12.950596,100.89267
너무 친절해요,ม.ค.2016,"너무 친절해서 구경만하러 들어갔는데 양손에 뭔가를 잔뜩 들고 나오게 되는 마성같은 곳이에요.
티 종류도 다양하고 시음도 해볼수 있답니다",ทวลเลจบางละมงไทย,12.950596,100.89267
"Excellent variety of teas with very nice, knowledgeable owners",ต.ค.2016,"Looked for awhile in the Pattaya before finding this gem of a tea shop. Excellent variety of top quality teas at reasonable prices. The owners are quite knowledgeable and very happy to let you sample various types of teas. They even have a small tea room in the back where they serve homemade scones, clotted cream, and teas on Thurs and Fri. afternoons.",ทวลเลจบางละมงไทย,12.950596,100.89267
"Tea, friendliness, & comfort",ก.ย.2016,"I bought high-quality loose-leaf tea at Tea-Village when in Pattaya last winter, most notably an exceptionally good Oriental Beauty. This most pleasant & dynamic oolong provides many tasty infusions. I bought it again when in Pattaya this September. It is a new harvest & slightly different & just as excellent. I got other excellent teas but mention only a Dian Hong that T-V managed to source from organic farmers in China. This is a golden, sweet, somewhat complex black tea. Great. T-V now has a backroom w/ comfortable easy chairs. They make their own excellent scones & lots of fresh cold drinks there as well as the teas that they sell in front. It is most comfortable, informative, & relaxing to sit, drink, sample, & enjoy. Teapots etc. also available.",ทวลเลจบางละมงไทย,12.950596,100.89267
"Friendly, top-quality tea shop and tearoom",ก.ย.2016,"Pattaya is not exactly known for a classy, low-key vibe, but Tea Village has just that. Stopping by Tea Village was one of the highlights of our Pattaya trip. They let us try some different teas for free, and I'm not a big tea drinker, but these were just incredible. They have all kinds of shockingly affordable teas from Thailand in their quaint and very clean shop, so you can pick up lots of souvenirs, or just bring some home for yourself. There's an adorable little tea shop tucked in the back, but call ahead if you're coming in at a busy time, as it might be full.",ทวลเลจบางละมงไทย,12.950596,100.89267
สอนตั้งแต่พื้นฐานและดูแลใกล้ชิด training from basic and closely coaching,ก.ย.2019,"English language below สอนดีมาก เริ่มตั้งแต่ขั้นพื้นฐาน คนที่ไม่เคยทดลองเลยก็ทำได้ ครูฝึกจะให้เริ่มตั้งแต่ยืดเส้นยืดสาย สอนท่าพื้นฐานต่างๆ แบบเข้าใจง่าย แล้วค่อยๆพัฒนาขึ้นไป แต่ก็ไม่ช้าจนน่าเบื่อ สอนสนุก ค่อยๆใส่ความยากความท้าทายเข้าไปให้เหมาะสมกับนักเรียนแต่ละคน ไม่เบาเกินไปไม่หนักเกินไป และให้ยืดกล้ามเนื้อเป็นระยะ ทำให้หลังเล่นเสร็จแล้วก็ไม่ปวดเมื่อยจนเกินไป มีครูดูแลใกล้ชิด ครู 1 คนต่อนักเรียนไม่เกิน 5 คน อุปกรณ์ครบถ้วนสภาพดี มีห้องอาบน้ำให้ แต่ผู้ใช้บริการต้องนำผ้าเช็ดตัวมาเอง ถ้าอยากผ่อนคลายมากขึ้น หลังจากออกกำลังกายเสร็จแล้วจะไปต่อออนเซนด้านล่างก็จะยิ่งช่วยให้กล้ามเนื้อคลายตัวและลดอาการปวดกล้ามเนื้อได้ดียิ่งขึ้น

Great training starting from basic for novice trainee. Even you have no experience, you can have fun and get stronger. The trainers will guide you from stretching, teaching basic movements which is easy to follow then gradually advancing but also not too slow until it’s boring. The coach will slowly add more challenges for each trainee not too easy but not too hard. Along the session, the trainer will lead you to do stretching from time to time so you don’t get too much muscle ache afterwards. There’re many trainers to closely coaching the trainees. The ratio is 1 trainer to the maximum of 5 trainees. The equipment here is more than sufficient and in good condition. There’re shower rooms but you need to bring your own towel. If you want to be more relax, you may continue with the Japanese onsen downstairs. This also helps in relief the muscles pain.",ทอดมวยไทยเมองชลบรไทย,,
เดินทางมาทำงาน,พ.ค.2019,ท่าเรือสามารถมาได้สะดวกมาก มีอาคารที่เป็นจุดชมวิวด้วย ถ้าอากาศดีจะสามารถชมความสวยงามของทะเล โดยเฉพาะตอนใกล้ๆค่ำ,ทาเรอแหลมฉบงศรราชาไทย,,
เป็นแหล่งธุรกิจ ทางส่งออก เกี่ยวกับการศึกษา วิวสวยโดยเฉพาะกลางคืนไฟสวย,ก.ย.2016,ไม่ไกลจากที่พักเลย เหมาะกับคนทำงาน ที่กินที่เที่ยวมีครบ เดินทางสะดวก รถไม่ติด ใกล้มหาวิทยาลัยเกษตรศาสตร์ อ่าวอุดม,ทาเรอแหลมฉบงศรราชาไทย,,
ท่าเรือสินค้า,ก.ค.2016,ไม่ใช่ที่เที่ยวเป็นท่าเรือขนส่งสินค้าทางเรือเพื่อแบ่งเบาภาระที่ท่าเรือคลองเตยอีกทั้งมีนิคมอุสาหกรรมหลายแห่งที่ภาคตะวันออก ทำให้ลดค่าใช้จ่ายขนส่งไปยังโรงงาน รอบๆจึงเกิดที่พักค้างแรมคอนโด ร้านอาหาร มากมาย แต่ได้ทำลายสิ่งแวดล้อมอีกเช่นเคย,ทาเรอแหลมฉบงศรราชาไทย,,
ท่าเรือ,เม.ย.2016,เป็นท่าเรืองที่มีขนาดใหญ่เเห่งนึงของเมืองไทย มีเรือให้ชมมากมายที่จอดอยู่ริมท่า มีผู้คนเเวะมาชมอยู่เรื่อยๆ,ทาเรอแหลมฉบงศรราชาไทย,,
หอบังคับการ,มี.ค.2016,หอบังคับการ ท่าเรือแหลมฉบัง อยู่สูงขึ้นลิฟท์ 30 กว่าชั้น สามารถชมวิวได้ 360 องศา มองได้รอบเลย เห็นน้ำ ทำเล ที่ตั้งต่างๆ,ทาเรอแหลมฉบงศรราชาไทย,,
คนขับรถแท็กซี่ ..... แนะนำในแหลมฉบังอีเมล .... gogoputt@gmail.com,ม.ค.2020,"เรือของเราจอดอยู่ที่แหลมฉบังเราพบแท็กซี่จำนวนมากซึ่งคุณต้องจ่ายค่าล่วงหน้าพวกเขาต้องการ 150 พาเราไปที่ 'The Sanctuary of Truth' 40 นาที! ในที่สุดเราก็พบว่า ""Goe"" คนขับรถแท็กซี่ที่น่ารักที่สุดเท่าที่เคยมีมาค่าใช้จ่ายของเขาคือ 80 เขาคุ้มค่าทิปที่ดีมากเพราะเขาช่วยให้เราปลอดภัยและพาเราไปทุกหนทุกแห่งเขาเก็บเราไว้ในที่ร่มและรับตั๋วของเรา ทางกลับไปที่เรือเขาถามเราว่าเราอยากเห็นตลาดน้ำหรือไม่เขายังให้เราปลอดภัยอีกครั้ง เรามีวันที่สมบูรณ์แบบกับเขาตลาดน้ำแห่งนี้เป็นประสบการณ์ที่ยอดเยี่ยม
ในวันถัดไปเราขอให้เขาพาเราไปที่สวนพฤกษศาสตร์คุณต้องจองแท็กซี่สำหรับ 8 คน 30 เพื่อชมการแสดงที่ยอดเยี่ยมที่สวนพฤกษศาสตร์“ Goe” ได้บัตรผ่านประตูของเราและเดินผ่านเราไปยังการแสดงการเต้นรำที่ยอดเยี่ยมจากนั้นไปที่การแสดงของช้างเขาอยู่กับเราเราจะไม่พบมันจากนั้นก็ทิ้งเรา เป็นเวลา 2 ชั่วโมงในการเดินเล่นในสวนเขาแนะนำว่าควรเดินเล่นในที่ร่มบนท้องฟ้า . คำปรึกษาที่ดี. ภาษาอังกฤษของเขาสมบูรณ์แบบและถึงแม้ว่าเขาจะอายุประมาณ 20 เขาอยู่ใน 40 คนขับแท็กซี่ที่คุณจะรักอย่างที่เราทำคุณจะรู้สึกปลอดภัยและได้รับการดูแลเขามีความสุขและสบายใจที่จะอยู่กับเขาเขากล่าวว่างานของฉันคือ แน่ใจว่าคุณสนุกกับวันของคุณ
เขาจะพาคุณไปกรุงเทพ แต่เราไปที่นั่นเมื่อปีที่แล้วและพบว่ามันเป็นเส้นทางที่ยาวและแออัดมาก อย่าพลาดสถานที่ศักดิ์สิทธิ์จริงมันน่าทึ่ง",ทาเรอแหลมฉบงศรราชาไทย,,
อย่าขึ้นฝั่ง,ธ.ค.2018,"อยู่บนเรือดูหนังหรืองีบ สถานีนี้อยู่ตรงกลางไม่มีที่ไหนเลย ภรรยาของฉันและฉันเดินไปรอบ ๆ ท่าเรือ 1 ชั่วโมงเดินวนรอบขยะและหลบมอเตอร์ไซค์

สถานีล่องเรือควรมีพื้นที่สำหรับเดิน สถานที่นี้จะต้องได้รับการออกแบบโดยสมาคมรถแท็กซี่",ทาเรอแหลมฉบงศรราชาไทย,,
ท่าเรือไปเกาะล้าน,ม.ค.2020,เป็นจุดที่ผู้คนคึกคัก มีท่ารถตู้แถวนั้นไปเอกมัย หมอชิตด้วย มีร้านสะดวกซื้อใกล้ท่าเรือ เสาร์อาทิตย์นักท่องเที่ยวจะเยอพมากครับ,ทาเรอแหลมบาลฮายพทยาไทย,12.9257,100.86779
ท่าเรือแหลมบาลีฮาย,ส.ค.2019,ท่าเรือแหลมบาลีฮาย พัทยา จุดข้ามฟากไปเกาะล้าน ราคาถูกมาก 30 บาทต่อคน เรือออกทุกๆ ครึ่งชั่วโมง เดินทางสะดวก ไม่ถึงชั่วโมงก็ถึงจุดหมาย,ทาเรอแหลมบาลฮายพทยาไทย,12.9257,100.86779
เรือข้ามฟากไปเกาะล้านหัวหิน,ต.ค.2019,"ในตอนเช้าก่อนเที่ยง (เมื่อฉันนั่งเรือข้ามฟากไปเกาะล้าน) ตามถนนคนเดินมีรถบัสบาทไปถึง 800 เมตรถึงท่าเรือ ประหยัดพลังงานได้มากเพื่อหลีกเลี่ยงการเดินในความร้อน ซื้อตั๋วบนเรือเฟอร์รี่ 30 บาทต่อเที่ยวไปที่เกาะล้าน

ดูเหมือนว่าจะมีสำนักงานแยกต่างหากสำหรับการซื้อเรือข้ามฟากไปยังหัวหิน",ทาเรอแหลมบาลฮายพทยาไทย,12.9257,100.86779
จุดขึ้นเรือข้ามฟากไปเกาะล้าน,ธ.ค.2018,ไม่มีใครพลาดที่นี่ได้เมื่ออยู่ในพัทยา ในช่วงวันหยุดของเราในพัทยาเราได้ไปที่จุดนี้เพื่อนั่งเรือข้ามฟากไปเกาะล้าน สถานที่แห่งนี้ตั้งอยู่ไม่ไกลจากถนนคนเดินยอดนิยมและเป็นจุดที่นักท่องเที่ยวสามารถขึ้นเรือเฟอร์รี่ราคาถูก (30 บาทต่อคน) หรือเรือเร็วราคาแพง มุมมองจากที่นี่ของเรือประเภทต่าง ๆ ในทะเลดีมาก นอกจากนี้เรายังคลิกรูปภาพที่มีสัญลักษณ์เมืองพัทยาเป็นพื้นหลัง,ทาเรอแหลมบาลฮายพทยาไทย,12.9257,100.86779
ท่าเรือขาเข้าและขาออกสำหรับเรือข้ามฟากหัวหิน,ม.ค.2019,นี่คือสถานที่ที่ฉันมีความสุขกับการเดินเล่นในเช้าวันเรียบง่ายบนเรือเฟอร์รี่ของฉันไปยังหัวหินและอีกไม่กี่วันต่อมาเดินเล่นเย็น ๆ กลับไปที่ถนนคนเดินก่อนรถบัสบาทกลับไปที่พักของฉันในจอมเทียน มันยุ่งมากทั้งสองครั้ง แต่โดยเฉพาะอย่างยิ่งในช่วงเย็นเนื่องจากมีเพื่อนนักท่องเที่ยวอีกหลายคน (ดู YouTube ของฉัน) ออกไปข้างนอกแล้วไปที่ท่าเรือ จุดที่ดีสำหรับโอกาสถ่ายรูปของป้ายพัทยาขนาดใหญ่เช่นกัน,ทาเรอแหลมบาลฮายพทยาไทย,12.9257,100.86779
จุดชมวิวที่ดีหลังจากพระอาทิตย์ตก,ก.พ.2019,"ท่าเรือไม่ว่างตลอดทั้งวันเรือไปเกือบ
หมู่เกาะและหัวหินจากที่นี่จะกลายเป็นที่น่าสนใจมากขึ้นหลังจากพระอาทิตย์ตกดินเมื่อมีการเปิดสัญญาณเกือบพัทยายังเป็นสถานที่ที่ดีในการถ่ายภาพพาโนรามาที่สวยงามของชายหาดพัทยาทั้งหมดโดยมีวงศ์อมาตย์อยู่ด้านหลัง",ทาเรอแหลมบาลฮายพทยาไทย,12.9257,100.86779
ไม่ว่าง,ม.ค.2019,เต็มไปด้วยนักท่องเที่ยวเสมอ . . โดยเฉพาะจากประเทศจีน มีโอกาสมากมายที่จะเยี่ยมชมหมู่เกาะใกล้พัทยาหรือแม้กระทั่งไปที่หัวหิน,ทาเรอแหลมบาลฮายพทยาไทย,12.9257,100.86779
ตกลง,ต.ค.2018,หลายคน. ท่าเรือไม่ว่างตลอดทางไปเกาะโล๊ะ Lahn ที่จอดรถ สำนักงานขายตั๋ว มีนักท่องเที่ยวชาวจีนจำนวนมาก,ทาเรอแหลมบาลฮายพทยาไทย,12.9257,100.86779
ท่าเรือไม่ว่าง,ส.ค.2018,ท่าเรือที่มีเรือเฟอร์รี่ส่วนใหญ่จะไปเกาะใกล้ ๆ และไปยังหัวหิน ท่าเรือนิยมในหมู่นักท่องเที่ยวจีนที่มักจะไปสำหรับบุฟเฟ่ต์อาหารค่ำไปยังร้านอาหารลอยอยู่ใกล้ ๆ และนี่คือจุดขึ้นเครื่องบิน,ทาเรอแหลมบาลฮายพทยาไทย,12.9257,100.86779
ท่าเรือไปเกาะล้านและหัวหิน + อื่น ๆ,มิ.ย.2018,คุณสามารถไปที่เกาะล้านจากที่นี่ผ่านทางเรือใหญ่ประมาณ 30 ต่อนักท่องเที่ยวแต่ละทางหรือโดยเรือเร็วโดยมีค่าใช้จ่ายที่สูงขึ้น เรือข้ามฟากไปยังหัวหินยังออกจากที่นี่ ท่าเรือใช้ในการเข้าถึงร้านอาหารที่ใช้น้ำที่จอดอยู่ในอ่าวเป็นอย่างมากไม่ว่างในเวลากลางคืนจะเต็มไปด้วยนักท่องเที่ยวชาวจีนบนเส้นทางไปยังร้านอาหารที่จอดอยู่นอกชายฝั่ง ตอนกลางวันไม่ว่างกับคนที่มาและออกจากเกาะล้านรวมทั้งทัวร์ต่าง ๆ ที่เริ่มต้นและสิ้นสุดที่นี่ เป็นสถานที่ที่น่าสนใจในการชมพยุหะของผู้คนที่ใช้สถานที่แห่งนี้ คุณจะได้มุมมองที่ดีของเมืองจากที่นี่,ทาเรอแหลมบาลฮายพทยาไทย,12.9257,100.86779
Good thai massage,ธ.ค.2019,I have massage from here. It was good service. I'm happy that i choose correct place for my first impression to thai massage. The price is quiet expensive but it match with their service.,นมมานมาสสาจสปาศรราชาไทย,13.166912,100.928497
Terrible Experience...not recommendes,ธ.ค.2017,"We have made appointment for our family trip over 2 months, for 5 people massage. Today, we have arrived with high expectation and excitement based on the review here, however, we are totally disappointed by the services provided. They claimed that we have not made appointment; after a while, they said that they cannot provide service for 5 people; they excuses that they did not provide foot massage...million reasons to decline our visit. When we want to ask for further information, they tried to push us out of their shop. What kind service standard they provided in this tourist paradise. If you travelled with kids, this massage shop may not be your choice.",นมมานมาสสาจสปาศรราชาไทย,13.166912,100.928497
落ち着くマッサージ,พ.ย.2017,"静かなマッサージ。
綺麗なマッサージスペース。
スペースもゆったりしており、落ち着ける。
マッサージの腕も皆さん上手く満足です。",นมมานมาสสาจสปาศรราชาไทย,13.166912,100.928497
Nice experience,ม.ค.2017,"I have been to this spa a few times. Most of the time very busy with Japanese who live in Sriracha. I don't mind, but sometimes I need to have a few places that I can go and relaxing without a lot of people. Better if you come here and have an appointment. My favorite treatment is oil massage.",นมมานมาสสาจสปาศรราชาไทย,13.166912,100.928497
シラチャで一番！,ก.ค.2016,インテリア、清潔感、スタッフの方々どれをとってもシラチャで一番だと思います。オーナーの女性？？の方も日本語がお上手です。いろいろなコースがあります。,นมมานมาสสาจสปาศรราชาไทย,13.166912,100.928497
Great Personalised Service and Quality Workmanship,ธ.ค.2016,"I recently had a suit made for me at this tailors. I was very impressed with the time, care, attention to detail and friendly service I received. The owner listened carefully to my needs and made helpful suggestions. I then had two fittings before the final product was presented to me. I was very happy with the quality of the material and the cut of the suit and wore it with pride to my friends' wedding. Thank you for all your time and effort.",นวแอมเทลแฟชนพทยาไทย,12.925678,100.881332
Well done if you did it to the last floors,ส.ค.2020,"It was very first time for me here you can call it’s gems because i have been here in chonburi for 4 years but i just know this waterfall does exist 😹.
Get ready for your body the way up to the waterfall is very exhausted but the way down is easy.There is 4th level of waterfall that you can climbing.
It’s not that beautiful but you know it’s perfect to get some fresh air and feel the nature.",นำตกชนตาเถรBangPhraไทย,,
Central Marina,ต.ค.2018,Central Marina หรือ Big C ทำการตกแต่งสไตล์หมู่บ้านประมง สีสันสดใส ธีมแนวชายทะเล ตกแต่งสวย มีร้านอาหาร และร้านขายของเยอะ แต่ค่อนข้างเงียบ มีที่จอดรถสะดวก,บกซเซนทรลมารนาพทยาไทย,,
ซื้อสินค้าจากบิ๊กซี,ก.ย.2019,"เหมาะสำหรับซื้อสินค้าโดยเฉพาะอาหารและของใช้ในครัวเรือน
และอื่น ๆ อีกมากมาย. . ราคาดี",บกซเซนทรลมารนาพทยาไทย,,
ทำเลเยี่ยมและมีร้านค้ามากมายสำหรับมินิมอลล์,ส.ค.2019,ไม่เพียง แต่มีบิ๊กซี แต่โฮมโปรรวมถึงร้านอาหารและร้านขายเสื้อผ้าประมาณ 25 แห่งเดินไปได้ง่ายจากงานเทศกาลทางเข้า ที่จอดรถห้องน้ำแท็กซี่ทุกอย่างที่คุณต้องการ,บกซเซนทรลมารนาพทยาไทย,,
แหล่งช้อปปิ้งที่ดี,พ.ค.2019,แหล่งช้อปปิ้งขนาดใหญ่สำหรับร้านขายของชำและอุปกรณ์สิ้นเปลืองทุกเดือนของคุณ อาหารสดใหม่และอาหารสำเร็จรูปสลัด ฯลฯ เบเกอรี่ชั้นเลิศพร้อมครัวซองต์และโดนัทสดและพวกเขาก็ให้ข้อเสนอเช่นกัน เสื้อผ้าค่อนข้างแพง แต่เครื่องใช้ในครัวเรือนอื่น ๆ ค่อนข้างประหยัด มีร้านค้าดีๆมากมายใน Central Marina โดยเฉพาะร้านญี่ปุ่นที่มีของน่ารักราคา 60 บาท! !,บกซเซนทรลมารนาพทยาไทย,,
บิ๊กซีขนาดใหญ่อีกแห่งที่เซ็นทรัลมารีน่าในพัทยาเหมาะสำหรับร้านขายของชำเสื้อผ้าและของใช้ในครัวเรือน,เม.ย.2019,"นี่เป็นอีกบิ๊กซีขนาดใหญ่ตั้งอยู่ที่เซ็นทรัลมารีน่าในพัทยาซึ่งเหมาะสำหรับร้านขายของชำเสื้อผ้าและของใช้ในครัวเรือน เป็นซูเปอร์เซ็นเตอร์ขนาดใหญ่ที่มีร้านขายของชำทุกประเภทผลไม้ / ผักสดเนื้อสัตว์สดและแช่แข็งและอาหารทะเลทุกประเภทเบเกอรี่ขนาดใหญ่ที่มีขนมขบเคี้ยวขนมปังคุกกี้ ฯลฯ เสื้อผ้ารองเท้า ชุดชั้นในของใช้ในครัวเรือนอิเล็กทรอนิคส์ ฯลฯ เป็นสถานที่ที่เหมาะสำหรับการช็อปปิ้งและคุณยังสามารถขอรับเงินคืน VAT ได้หากบิลของคุณมีมูลค่ามากกว่า 2,000 บาท",บกซเซนทรลมารนาพทยาไทย,,
สถานที่ที่มีประโยชน์,ก.พ.2019,ดีที่จะตุนเสบียง ค่อนข้างใหญ่ในซูเปอร์มาร์เก็ตและมีประโยชน์ถ้าคุณอยู่นาน มีที่จอดรถ,บกซเซนทรลมารนาพทยาไทย,,
ช้อปปิ้ง,ต.ค.2018,ห้างสรรพสินค้าชั้นนำพัทยาเหนือ แต่ด้วยอาคารผู้โดยสารแห่งใหม่ 21 ที่เปิดประตูถัดไปจะน่าสนใจเพื่อดูว่าจะช่วยให้ลูกค้าได้หรือไม่,บกซเซนทรลมารนาพทยาไทย,,
ทั้งหมดในอย่างเดียว,มี.ค.2018,"ตลาดใหญ่ติดห้างสรรพสินค้าเซ็นทรัลมารีน่า มีทุกอย่างรวมทั้งผลิตภัณฑ์สดอาหารทะเลอาหารสำเร็จรูปเสื้อผ้าเครื่องใช้ไฟฟ้าและของใช้ประจำบ้าน มากเช่นร้านค้าอเมริกันขนาดใหญ่เช่น Walmart, Costco ฯลฯ จริงๆจะได้รับเพียงเกี่ยวกับทุกสิ่งที่คุณต้องการในร้านค้าครบวงจรนี้",บกซเซนทรลมารนาพทยาไทย,,
Foooood,ก.ค.2020,"I haven’t been here since 2018 but when I attended it I was great and mainly for the food hall. There is a variety of food from Thai to Indian.

I would recommend trying the Indian food, I believe it was only 100 baht.",บกซเอกซตราNongPrueไทย,12.89677,100.909683
Beware of taxi driver,ก.พ.2020,"Big C Extra is big and has more selections compared to the a Big C supermarket. I would give that 5 stars.

However, please be advised there is a group of men working for or with taxi drivers. They do not like Grab at all. I was waiting for Grab at the front, one man in blue was harassing me in Thai, saying taxi no grab. Then the Grab driver informed me it is dangerous at the front main entrance, and advised me to go to parking lot instead. My family and I walked there, and one of the guys followed me to the parking lot. Feeling threatened, we had to walk out of Big C complex then walked over to another area for Grab driver to pick us up. The man followed us to the corner 7-Eleven shop then eventually he disappeared.",บกซเอกซตราNongPrueไทย,12.89677,100.909683
Big C,ม.ค.2020,"После 22.00 большие скидки, работает до 24.00, одежда, фрукты, алкоголь по цене ниже чем 7|11,.выгодно брать упаковками напитки",บกซเอกซตราNongPrueไทย,12.89677,100.909683
Has everything you need,ธ.ค.2019,Best fresh meat section in town also has a lot of items for western taste that cannot be found in other places.,บกซเอกซตราNongPrueไทย,12.89677,100.909683
Has everything,ส.ค.2019,Fully operational supermarket many many food shops home pro beside big c and plenty of parking . You can walk from central festival.,บกซเอกซตราNongPrueไทย,12.89677,100.909683
営業時間が遅くまで,ก.ค.2019,夜は、遅くまで営業しているし、フードコートもあって、安くて美味しいお食事が食べられて、よかったです。,บกซเอกซตราNongPrueไทย,12.89677,100.909683
Samsung TV,ม.ค.2019,"I bought 2 TV in Big C extra. They brought tv's to my home. After I opened boxes, one of them was broken. I went back to seller in Big C and told about problem. I was told I need to contact to Samsung service. I called to service and they told repair will 12.000baht. No warranty because TV was alredy broken. Seller in Big C told TV was checked but only one box was opened before delivery. Big C not take responbility of broken TV so I have to buy new. Staff was not nice any more to us after they heard about broken TV.",บกซเอกซตราNongPrueไทย,12.89677,100.909683
Old Lady Solo Traveller,ธ.ค.2018,"Big C Extra Mall-Bangkok

I thought of buying packing tape so I moved around.

At the main street of Sukhumvit 48/3, I went up the footbridge and made a right turn in one corner and here I found "" Big C Extra"", as defined it's a big shopping mall where everything comes much easier to find and at one's fingertips.

After finding the packing tape I remembered my favorite drink made in Thailand ""Mogu2"" but it's labelled differently (see the photo). Now the surprise! the Food Court!!!

I'm already aware that in ordering food you need to use the e-card so I looked around and went in queue. I checked all the food counters and ordered TomYum. In going home I checked for more food and another e-card again then I'm done for the day.",บกซเอกซตราNongPrueไทย,12.89677,100.909683
