,Review,Rating,Hotel_Name,Cleaned_Review,polarity
206, tell staff. Free tea coffee lobby. The place offers dorm-type accomodation.,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",tell staff. free tea coffe lobby. the place offer dorm-typ accomodation.,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.5267}"
207,I lowered expectation I booked room basic hostel I booked dorm room. I went late check-in OK that. Superbly nice I really love girl purple hair front desk. Shes helpful full smile. One thing is,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",i lower expect i book room basic hostel i book dorm room. i went late check-in ok that. superbl nice i realli love girl purpl hair front desk. she help full smile. one thing is,"{'neg': 0.054, 'neu': 0.591, 'pos': 0.355, 'compound': 0.9042}"
208, hostel really close Don Mueang Airport. And Im super early flight Bali,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",hostel realli close don mueang airport. and im super earli flight bali,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.5994}"
209, place helped lot arrive time. Definitely worth book!,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",place help lot arriv time. definit worth book!,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.5983}"
210,Very near airport,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",veri near airport,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
211, perfect clean,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",perfect clean,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7506}"
212, good bed,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",good bed,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
213, aircon ok quiet,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",aircon ok quiet,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.296}"
214, hot water hot,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",hot water hot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
215, room bathroom,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",room bathroom,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
216, clean,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",clean,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}"
217, complimentary toothbrush toothpaste use,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",complimentari toothbrush toothpast use,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
218, complimentary bottled water room,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",complimentari bottl water room,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
219, free coffee,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",free coffe,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.5106}"
220, tea,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",tea,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
221, water small biscuits reception,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",water small biscuit recept,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
222, microwave available,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",microwav avail,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
223, free shuttle hour airport (approximately 10min),50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",free shuttl hour airport (approxim 10min),"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}"
224, friendly helpful staff,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",friendli help staff,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}"
225, strongly recommend!!! Many shops,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",strongli recommend!!! mani shop,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.5229}"
226, restaurants 7/11 steps hostel. If arrive Suvarnabhumi,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",restaur 7/11 step hostel. if arriv suvarnabhumi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
227, take free shuttle bus Don Muang (just show flight ticket go free) go walking take taxi THB. Time airports 1 hour without traffic!!!,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",take free shuttl bu don muang (just show flight ticket go free) go walk take taxi thb. time airport 1 hour without traffic!!!,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.6341}"
228,Our flight delayed flew off,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",our flight delay flew off,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}"
229, I sent text FB inform them. The staff welcomed there,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",i sent text fb inform them. the staff welcom there,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
230, even though past midnight. Space big,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",even though past midnight. space big,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
231, shower hot,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",shower hot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
232, aircon working well. No complains price. Though breakfast shop nearby,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",aircon work well. no complain price. though breakfast shop nearbi,"{'neg': 0.341, 'neu': 0.507, 'pos': 0.152, 'compound': -0.3818}"
233, ordered hotel. Price 50-70 baht.,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",order hotel. price 50-70 baht.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
234,We stayed night close airport. We taken private room. The staff friendly. We wanted proceed Khao yai took pain find possible routes. If want catch train ayutthaya north,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",we stay night close airport. we taken privat room. the staff friendly. we want proceed khao yai took pain find possibl routes. if want catch train ayutthaya north,"{'neg': 0.1, 'neu': 0.725, 'pos': 0.175, 'compound': 0.128}"
235, place stay close station next airport. breakfast good. The room spacious enough two. Loved hospitality,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",place stay close station next airport. breakfast good. the room spaciou enough two. love hospit,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.7964}"
236,Stay 1 night heading khao yao next day. Hostel environment cozy,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",stay 1 night head khao yao next day. hostel environ cozi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
237, room clean,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",room clean,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}"
238, friendly helpful staffs. It go wrong choosing hostel short stay Don muang. Overall good value money.,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",friendli help staffs. it go wrong choos hostel short stay don muang. overal good valu money.,"{'neg': 0.143, 'neu': 0.599, 'pos': 0.258, 'compound': 0.3612}"
239,This nice n cozy place near airport. The food good. You free WiFi amazing free coffee. Just Bunked 1 night. Will surely recommend. The friendly. Cab drivers try cheat ask money. It complimentary.,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",thi nice n cozi place near airport. the food good. you free wifi amaz free coffee. just bunk 1 night. will sure recommend. the friendly. cab driver tri cheat ask money. it complimentary.,"{'neg': 0.062, 'neu': 0.456, 'pos': 0.481, 'compound': 0.9595}"
240,We stayed night. Rooms bathroom clean comfy,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",we stay night. room bathroom clean comfi,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}"
241, nice Staff free transfer Don Mueang airport (although 7am car depart 7:15,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",nice staff free transfer don mueang airport (although 7am car depart 7:15,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.7269}"
242, driver put car disappear,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",driver put car disappear,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.2263}"
243, quite annoying..). Anyway,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",quit annoying..). anyway,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
244, good place stay morning flight.,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",good place stay morn flight.,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}"
245,This perfect hotel close Don Muang airport. They served nice home cooked breakfast shuttle airport. We flying Myanmar worried weight limit kind enough leave bag pick return. Nice room good AC. Bed firm.,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",thi perfect hotel close don muang airport. they serv nice home cook breakfast shuttl airport. we fli myanmar worri weight limit kind enough leav bag pick return. nice room good ac. bed firm.,"{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.9393}"
